cars are parked along the edge of the street	['cars', 'street']	parked along the	['are near the', 'parked along the', 'are in the', 'are on the', 'are standing in the', 'are the', 'are lined on the', 'are out in the', 'are built in the', 'parked in the']		where are the cars parked
the men are on the sidewalk	['men', 'sidewalk']	on the	['are on the', 'that are on the', 'are lined on the', 'are on', 'on are', 'are on in', 'are the', 'is on the', 'that are on', 'on the']		where are the men standing
trees are along the road	['trees', 'road']	along 	['are along', 'are the', 'are on the', 'are near the', 'are in the', 'are along side', 'are running along', 'are lined on the', 'are laying along', 'are walking along']		where are the trees
the clock is green in colour	['clock', 'green']	color	['is', 'is for', 'is around', 'that is', 'is turning', 'is inside', 'is on', 'is in', 'is behind', 'is an']		where is the clock
construction truck parked by curb	['construction', 'curb']	X	['parked by', 'truck driving by', 'parked by street', 'truck', 'parked', 'van parked on', 'towed by', 'parked cars', 'parked by the', 'truck in parking']		where is the construction truck
construction truck parked by curb	['truck', 'curb']	parked by	['parked by', 'parked by street', 'parked by the', 'are parked by', 'towed by', 'parking by', 'by', 'parked', 'car by curb', 'truck driving by']		where is the construction truck
the man is in a grey hoodie	['man', 'grey']	in	['is in', 'is in the', 'is in womans', 'was in', 'is seen in', 'is covered in', 'is in calfs', 'is skiing in', 'appears in', 'are in']		where is the man with a gray sweatshirt
the man is in a grey hoodie	['man', 'hoodie']	wearing	['is in', 'is in the', 'is in womans', 'was in', 'is seen in', 'is in calfs', 'is covered in', 'is skiing in', 'appears in', 'are in']		where is the man with a gray sweatshirt
a white work truck parked on the street.	['work', 'street']	X	['parked on the', 'on truck', 'truck on', 'on parked', 'parked on', 'car parked on', 'parked car on', 'van parked on', 'in parked on', 'van on']		where is the white work truck
a white work truck parked on the street.	['truck', 'white']	color	['work', 'wet work', 'working', 'on work', 'work on', 'work near', 'work in', 'works', 'white truck', 'working home']		where is the white work truck
a white work truck parked on the street.	['truck', 'street']	parked on the	['parked on the', 'on the', 'in parked on', 'on parked', 'parked on', 'sitting on the', 'parked in the', 'parked along the', 'parked outside on', 'walking on the']		where is the white work truck
a white work truck parked on the street.	['street', 'white']	X	['parked on the', 'on truck', 'truck on', 'car parked on', 'parked car on', 'on parked', 'parked on', 'on work', 'work on', 'van parked on']		where is the white work truck
a man is wearing glasses	['man', 'glasses']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'wears', 'not wearing', 'person wearing', 'man wearing']		who is wearing glasses
the men are on the sidewalk	['men', 'sidewalk']	on the	['are on the', 'that are on the', 'are lined on the', 'are on', 'on are', 'are on in', 'are the', 'is on the', 'that are on', 'on the']		why are the men standing on the sidewalk in the photo
the trees to the right are bare	['trees', 'right']	location	['the', 'in the', 'on the', 'down the', 'around the', 'inside the', 'for the', 'behind the', 'over the', 'next the']		how big are the trees
the trees to the right are bare	['trees', 'bare']	are	['are the', 'are on right', 'are on the', 'are in the', 'are standing in the', 'that are on the', 'are near the', 'are lined on the', 'are out in the', 'are piled on right']		how big are the trees
the sidewalk is made of bricks	['sidewalk', 'bricks']	made of	['is', 'was made for', 'made', 'has made', 'makes', 'made for', 'are making', 'makes no', 'is for', 'is taken']		how is the sidewalk
the sidewalk is made of bricks	['sidewalk', 'bricks']	made of	['is', 'was made for', 'made', 'has made', 'makes', 'made for', 'are making', 'makes no', 'is for', 'is taken']		how is the sidewalk made
there are cars parked beside the road	['cars', 'road']	parked beside	['beside the', 'parked beside', 'parked along the', 'parked on the', 'parked in the', 'beside', 'sitting beside', 'parked in front', 'parked front', 'beside standing']		how many cars are parked
three trees along the road	['trees', 'road']	along	['parked along the', 'walks along the', 'the', 'along', 'across the', 'beside the', 'around the', 'down the', 'on the', 'along he']		how many trees are along the left side of the road
the trees to the left have leaves	['trees', 'left']	location	['the', 'in the', 'inside the', 'behind the', 'on the', 'around the', 'down the', 'over the', 'near the', 'beside the']		how many trees are on the left side next to street
the trees to the left have leaves	['trees', 'leaves']	have	['have left marks in', 'the', 'has the', 'with the', 'on left has', 'in left', 'left in', 'in the', 'has left', 'are the']		how many trees are on the left side next to street
the trees to the left have leaves	['left', 'leaves']	X	['have', 'have lost', 'have been', 'may have', 'have inside', 'not have', 'have many', 'have leaves that are', 'have two', 'have some']		how many trees are on the left side next to street
trees are in the photo	['trees', 'photo']	in the	['are in the', 'are out in the', 'are standing in the', 'are built in the', 'are in', 'are the', 'is in the', 'that are in', 'in the', 'are in their']		how many trees are seen in the left background of the picture
three trees with green leaves	['trees', 'green']	with	['with', 'green with', 'with green', 'tree with green', 'trees with', 'trees with purple', 'red with', 'with red', 'with trees on', 'grass with']		how many trees have green leaves
three trees with green leaves	['trees', 'leaves']	has	['green with', 'with green', 'tree with green', 'white with green', 'with bright green', 'covered with green', 'with long green', 'with green shirt', 'red with', 'with red']		how many trees have green leaves
white markings on the street	['markings', 'street']	on the	['on the', 'on the side', 'parked on the', 'standing on the', 'walking on the', 'sitting on the', 'lying on the', 'stand on the', 'sits on the', 'laying on the']		how many white markings are seen on the street's crosswalk
white markings on the street	['street', 'white']	has markings	['markings on', 'on the', 'parked on the', 'has markings on', 'on the side', 'image on the', 'draped on the', 'walking on the', 'lying on the', 'shining on the']		how many white markings are seen on the street's crosswalk
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		how tall is the man wearing the dark pants
there are white lines on the road	['lines', 'road']	on the	['on the', 'on the side', 'standing on the', 'getting on the', 'sitting on the', 'is on the', 'are on the', 'laying on the', 'stand on the', 'remains on the']		what are the white lines on the road
there are white lines on the road	['road', 'white']	lines on	['lines on', 'on the', 'in line on', 'line the', 'line on', 'standing on the', 'white lines on', 'on the side', 'getting on the', 'are on the']		what are the white lines on the road
pedestrian crossing painted on the street	['crossing', 'street']	painted on	['painted on', 'on the', 'draped on the', 'parked on the', 'painted left on', 'being painted on', 'sitting on the', 'sits on the', 'on the side', 'painted on side']		what are the white painted lines going across the street
pedestrian crossing painted on the street	['street', 'pedestrian']	X	['painted on', 'crossing the', 'crossing on', 'draped on the', 'on the', 'parked on the', 'painted on side', 'on the side', 'line painted on', 'painted line on']		what are the white painted lines going across the street
there are white lines on the road	['lines', 'road']	on the	['on the', 'on the side', 'standing on the', 'getting on the', 'sitting on the', 'is on the', 'are on the', 'laying on the', 'stand on the', 'remains on the']		what color are the lines in the road
there are white lines on the road	['road', 'white']	lines on	['lines on', 'on the', 'in line on', 'line the', 'line on', 'standing on the', 'white lines on', 'on the side', 'getting on the', 'are on the']		what color are the lines in the road
there are white lines on the road	['lines', 'road']	on the	['on the', 'on the side', 'standing on the', 'getting on the', 'sitting on the', 'is on the', 'are on the', 'laying on the', 'stand on the', 'remains on the']		what color are the lines on the road
there are white lines on the road	['road', 'white']	lines on	['lines on', 'on the', 'in line on', 'line the', 'line on', 'standing on the', 'white lines on', 'on the side', 'getting on the', 'are on the']		what color are the lines on the road
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color are the man's shoes
the red car has white plates	['car', 'white']	X	['has', 'has white', 'has has', 'has black', 'has blue', 'has gray', 'has red', 'has burgundy', 'has colored', 'has brown']		what color are the plates on the red car
the red car has white plates	['car', 'plates']	has	['has white', 'has black', 'pavement has white', 'has white painted', 'has blue', 'has large white', 'has white front', 'has white inside', 'has little white', 'has brown']		what color are the plates on the red car
the red car has white plates	['plates', 'red']	X	['has white', 'car white', 'white car', 'pavement has white', 'car white in', 'has black', 'has white front', 'black awning has white', 'has white inside', 'has snowy white']		what color are the plates on the red car
trees are so green	['trees', 'green']	are	['are very', 'are not', 'are', 'so', 'that are', 'are going', 'are all', 'are where', 'where are', 'so so']		what color are the trees
a tall brown building in the background	['building', 'background']	in the	['in the', 'in the middle', 'standing in the', 'is in the', 'sitting in the', 'sits in the', 'running in the', 'displayed in the', 'jumping in the', 'are in the']		what color building is in the background
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color clothes is the man wearing
a tall brown building in the background	['building', 'background']	in the	['in the', 'in the middle', 'standing in the', 'is in the', 'sitting in the', 'sits in the', 'running in the', 'displayed in the', 'jumping in the', 'are in the']		what color is the brick building
red car is parked along the road	['car', 'road']	parked along the	['parked along the', 'is parked by the', 'parked on the', 'parked in the', 'are parked along', 'is off the', 'is behind the', 'is on the', 'parked by the', 'beside the']		what color is the car parked along the street
red car parked by the curb	['car', 'curb']	parked by the	['parked by the', 'is parked by the', 'by the', 'parked by', 'parked in the', 'parked on the', 'are parked by', 'parked by street', 'parked along the', 'sitting by']		what color is the car parked by the curb
red car parked by the curb	['curb', 'red']	X	['parked by the', 'parked by', 'is parked by the', 'car pulled by', 'parked by street', 'parked in the', 'car parked on', 'parked car on', 'car by curb', 'truck driving by']		what color is the car parked by the curb
the red car has a white numberplate	['car', 'white']	X	['has', 'has white', 'has has', 'has black', 'has blue', 'has gray', 'has red', 'has burgundy', 'has colored', 'has brown']		what color is the car parked in front of the red car
the red car has a white numberplate	['car', 'numberplate']	has	['has white', 'has black', 'pavement has white', 'has blue', 'has white painted', 'has brown', 'has white front', 'has white inside', 'has little white', 'has white chest']		what color is the car parked in front of the red car
the red car has a white numberplate	['numberplate', 'red']	X	['has white', 'car white', 'white car', 'pavement has white', 'has black', 'car white in', 'has white front', 'car has headlight', 'white car father', 'has white inside']		what color is the car parked in front of the red car
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color is the man's hair
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color is the man's jacket
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color is the man wearing
the man is wearing black	['man', 'black']	wearing	['is wearing', 'was wearing', 'is wearing all', 'is', 'are wearing', 'wearing', 'man wearing black', 'are wearing white', 'man wears black', 'person wearing black']		what color is the young man wearing
the man has a black jacket on	['man', 'black']	X	['has', 'has black', 'has has', 'has white', 'boy has', 'has blue', 'has been', 'has brown', 'has gray', 'who has']		what color pants does the man have on
the man has a black jacket on	['man', 'jacket']	has black	['has black', 'has white', 'has long black', 'bear has black', 'has black tail', 'has black tape', 'has short black', 'has two black', 'has three black', 'has black around']		what color pants does the man have on
the man has a black jacket on	['man', 'black']	X	['has', 'has black', 'has has', 'has white', 'boy has', 'has blue', 'has been', 'has brown', 'has gray', 'who has']		what color shoes does the man have on
the man has a black jacket on	['man', 'jacket']	has black	['has black', 'has white', 'has long black', 'bear has black', 'has black tail', 'has black tape', 'has short black', 'has two black', 'has three black', 'has black around']		what color shoes does the man have on
the sign says walk	['sign', 'walk']	says	['says', 'sign says', 'sign that says', 'that says', 'says street', 'sign says yes', 'says one', 'says word', 'on sign says', 'explains']		what does the crosswalk sign say
the sign says walk	['sign', 'walk']	says	['says', 'sign says', 'sign that says', 'that says', 'says street', 'sign says yes', 'says one', 'says word', 'on sign says', 'explains']		what does the lit up sign say
the sign says walk	['sign', 'walk']	says	['says', 'sign says', 'sign that says', 'that says', 'says street', 'sign says yes', 'says one', 'says word', 'on sign says', 'explains']		what does the sign say
tree with leafless branches	['tree', 'leafless']	X	['with', 'trees with', 'with flower', 'trees with purple', 'blooming with', 'with bushy', 'grass with', 'overgrown with', 'with trunk', 'frosted with']		what has leafless branches
tree with leafless branches	['tree', 'branches']	has	['trees with', 'with', 'blooming with', 'leafless', 'with bushy', 'trees with purple', 'with flower', 'overgrown with', 'dappled with', 'with dappled']		what has leafless branches
the building has many glass windows	['building', 'glass']	X	['has many', 'has several', 'has many different', 'has some', 'has many paintings', 'has many pink', 'has few', 'has many religious', 'have many', 'has all']		what has lots of glass windows
the building has many glass windows	['building', 'windows']	has	['has many', 'has glass', 'has many paintings', 'has many pink', 'has several', 'has some', 'has many different', 'many', 'have many', 'has all']		what has lots of glass windows
the building has many glass windows	['windows', 'many']	X	['glass', 'glass window', 'glass windows on', 'wine glass', 'glass that', 'empty glass', 'glass pane window', 'glass viewing', 'glass half', 'green glass']		what has lots of glass windows
green trees along the street	['trees', 'street']	along	['parked along the', 'walks along the', 'the', 'along', 'across the', 'beside the', 'around the', 'down the', 'along he', 'on the']		what is along the street
green trees along the street	['street', 'green']	X	['trees along', 'parked along the', 'walks along the', 'along', 'trees in', 'trees on', 'the', 'planted along', 'beside the', 'across the']		what is along the street
there is a sign on the pole	['sign', 'pole']	on the	['on the', 'on the side', 'standing on the', 'sitting on the', 'stand on the', 'is on the', 'on placed on the', 'getting on the', 'landing on the', 'remains on the']		what is attached to the pole on the corner
shadow is on the ground	['shadow', 'ground']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what is casting the long skinny shadow on the ground
trees are so green	['trees', 'green']	are	['are very', 'are not', 'are', 'so', 'that are', 'are going', 'are all', 'are where', 'where are', 'so so']		what is green
man is carrying a grey bag	['man', 'bag']	carrying	['is carrying', 'is carrying an', 'are carrying', 'is', 'carrying', 'is holding', 'is throwing', 'for carrying', 'is wearing', 'person carrying']		what is man carrying
trees next to the road	['trees', 'road']	next to	['next the', 'in next', 'next in', 'next', 'the', 'next another', 'on next', 'over the', 'for the', 'in the']		what is next to the road
the trees to the left have leaves	['trees', 'left']	location	['the', 'in the', 'inside the', 'behind the', 'on the', 'around the', 'down the', 'over the', 'near the', 'beside the']		what is on the left
the trees to the left have leaves	['left', 'leaves']	X	['have', 'have lost', 'have been', 'may have', 'have inside', 'not have', 'have many', 'have leaves that are', 'have two', 'have some']		what is on the left
the man has a backpack on	['man', 'backpack']	has	['has', 'has has', 'boy has', 'has been', 'man has vest', 'shirt has', 'has old', 'has pants', 'man has cap', 'that has']		what is on the man's back
there is a sign on the pole	['sign', 'pole']	on the	['on the', 'on the side', 'standing on the', 'sitting on the', 'stand on the', 'is on the', 'on placed on the', 'getting on the', 'landing on the', 'remains on the']		what is on the pole
the trees to the right are bare	['trees', 'right']	location	['the', 'in the', 'on the', 'down the', 'around the', 'inside the', 'for the', 'behind the', 'over the', 'next the']		what is on the right
the trees to the right are bare	['right', 'bare']	X	['are', 'are all', 'were', 'are not', 'are the', 'are back', 'are some', 'are out', 'are on', 'on are']		what is on the right
red car parked at the curb	['car', 'curb']	parked by the	['at the', 'parked at', 'parked in the', 'sitting at the', 'parked on the', 'is parked at', 'parked at curb', 'are parked at', 'parked by the', 'sitting at']		what is parked at the curb
red car parked at the curb	['curb', 'red']	X	['parked at', 'parked in the', 'car parked on', 'parked car on', 'parked on the', 'is parked at', 'parked at curb', 'vehicles parked in', 'parked in', 'parked in parking']		what is parked at the curb
the sidewalk is made of bricks	['sidewalk', 'bricks']	made of	['is', 'was made for', 'made', 'has made', 'makes', 'made for', 'are making', 'makes no', 'is for', 'is taken']		what is paved with bricks
notices posted on a pole	['notices', 'pole']	posted on	['posted on', 'are posted on', 'posted', 'on', 'posts on', 'posted in', 'pasted on', 'on post', 'post on', 'on on']		what is posted on a pole
the man has a backpack on	['man', 'backpack']	has	['has', 'has has', 'boy has', 'has been', 'man has vest', 'shirt has', 'has old', 'has pants', 'man has cap', 'that has']		what is strapped on the man's back
the building has many glass windows	['building', 'many']	X	['has', 'has has', 'has many', 'has several', 'has been', 'has some', 'that has', 'has few', 'has all', 'has the']		what is the building to the right made of
the building has many glass windows	['building', 'windows']	has	['has many', 'has glass', 'has many paintings', 'has many pink', 'has several', 'has some', 'has many different', 'many', 'have many', 'has all']		what is the building to the right made of
man is about to cross the street	['man', 'street']	crossing the	['is off the', 'is touching the', 'is in the', 'is on the', 'is across from the', 'is with the', 'is at the', 'is behind the', 'is riding the', 'is talking on the']		what is the man about to do
man crossing the street	['man', 'street']	crossing the	['crossing the', 'crossing in', 'the', 'crossing', 'crossing on', 'crossing over', 'crossing at', 'near the', 'crossing street', 'road crossing']		what is the man crossing the street on
the building has many glass windows	['building', 'many']	X	['has', 'has has', 'has many', 'has several', 'has been', 'has some', 'that has', 'has few', 'has all', 'has the']		what is the material of the building's window
the building has many glass windows	['building', 'glass']	X	['has many', 'has several', 'has many different', 'has some', 'has many paintings', 'has many pink', 'has few', 'has many religious', 'have many', 'has all']		what is the material of the building's window
the building has many glass windows	['building', 'windows']	has many	['has many', 'has glass', 'has many paintings', 'has many pink', 'has several', 'has some', 'has many different', 'many', 'have many', 'has all']		what is the material of the building's window
